"","survey_id","site","species","n","range","time","minutes","seconds","days.x","...10","...11","fid","id","weather","start_time","habitat","dom_veg","patch_id","elevation","days.y","sector","start_time_padded","start_time.dec","pres","days"
"159","Regen_49","Regen_49","wren",1,19.5,0.966666666666667,0,58,15,NA,NA,45,NA,"Overcast, still mold",527,"3","Birch, rowan, bracken, bluebel, ling, molinia",NA,113,NA,"Clounlaid","0527",5.45,1,15
"160","Regen_49","Regen_49","meadow_pipit",1,93,18.55,18,33,15,NA,NA,45,NA,"Overcast, still mold",527,"3","Birch, rowan, bracken, bluebel, ling, molinia",NA,113,NA,"Clounlaid","0527",5.45,1,15
"161","Regen_49","Regen_49","stonechat",2,67.5,16.2333333333333,16,14,15,NA,NA,45,NA,"Overcast, still mold",527,"3","Birch, rowan, bracken, bluebel, ling, molinia",NA,113,NA,"Clounlaid","0527",5.45,1,15
"162","Regen_5","Regen_5","redpoll",1,NA,2.23333333333333,2,14,12,NA,NA,37,NA,"Overcast, mild, breeze",657,"2","Ling, molinia, bog myrtle, scattered willow and birch",NA,40,NA,"Rahoy","0657",6.95,1,12
"163","Regen_5","Regen_5","sand_martin",2,55.3,11.25,11,15,12,NA,NA,37,NA,"Overcast, mild, breeze",657,"2","Ling, molinia, bog myrtle, scattered willow and birch",NA,40,NA,"Rahoy","0657",6.95,1,12
"164","Regen_5_1","Regen_5_1","skylark",2,NA,19.4166666666667,19,25,15,NA,NA,48,NA,"Sunny, clear, hot",1559,"1","Molinia, ling, bog myrtle",NA,49,NA,"Clounlaid","1559",15.9833333333333,1,15
"165","Regen_5_1","Regen_5_1","sand_martin",1,4.4,24.3333333333333,24,20,15,NA,NA,48,NA,"Sunny, clear, hot",1559,"1","Molinia, ling, bog myrtle",NA,49,NA,"Clounlaid","1559",15.9833333333333,1,15
"166","Regen_5_1","Regen_5_1","cuckoo",2,37.5,2.53333333333333,2,32,15,NA,NA,48,NA,"Sunny, clear, hot",1559,"1","Molinia, ling, bog myrtle",NA,49,NA,"Clounlaid","1559",15.9833333333333,1,15
"167","Regen_5_1","Regen_5_1","sand_martin",2,NA,18.9333333333333,18,56,15,NA,NA,48,NA,"Sunny, clear, hot",1559,"1","Molinia, ling, bog myrtle",NA,49,NA,"Clounlaid","1559",15.9833333333333,1,15
"168","Regen_5_1","Regen_5_1","sand_martin",1,15.5,3.98333333333333,3,59,15,NA,NA,48,NA,"Sunny, clear, hot",1559,"1","Molinia, ling, bog myrtle",NA,49,NA,"Clounlaid","1559",15.9833333333333,1,15
"169","Regen_5_1","Regen_5_1","meadow_pipit",2,37.5,2.53333333333333,2,32,15,NA,NA,48,NA,"Sunny, clear, hot",1559,"1","Molinia, ling, bog myrtle",NA,49,NA,"Clounlaid","1559",15.9833333333333,1,15
"170","Regen_56","Regen_56","skylark",1,86.8,18,18,0,1,NA,NA,9,NA,"Sun, gusts",1720,"3","Birch, alder, molinia, ling",NA,NA,NA,"Clounlaid","1720",17.3333333333333,1,1
"171","Regen_56","Regen_56","skylark",1,32.5,5,5,0,1,NA,NA,9,NA,"Sun, gusts",1720,"3","Birch, alder, molinia, ling",NA,NA,NA,"Clounlaid","1720",17.3333333333333,1,1
"172","Regen_57","Regen_57","sand_martin",1,61.3,14.4666666666667,14,28,15,NA,NA,52,NA,"Breeze, clear sky, sunny, mild",2057,"3","Ling, molinia, birch, rowan, scots pine",NA,86,NA,"Clounlaid","2057",20.95,1,15
"173","Regen_57","Regen_57","stonechat",1,76.6,7.65,7,39,15,NA,NA,52,NA,"Breeze, clear sky, sunny, mild",2057,"3","Ling, molinia, birch, rowan, scots pine",NA,86,NA,"Clounlaid","2057",20.95,1,15
"174","Regen_59","Regen_59","redpoll",1,NA,19.15,19,9,23,NA,NA,78,NA,"Wind, ovrrcast, cold",712,"3","Burch, molinia, rowan, ling, bracken",NA,136,NA,"Tearnait","0712",7.2,1,23
"175","Regen_59","Regen_59","redpoll",1,NA,19.15,19,9,23,NA,NA,77,NA,"Wind, overcast",712,"3","Rowan, birch, ling, molinia, bleaberry, bracken",NA,135,NA,"Tearnait","0712",7.2,1,23
"176","Regen_59","Regen_59","willow_warbler",1,15.2,20.5833333333333,20,35,23,NA,NA,78,NA,"Wind, ovrrcast, cold",712,"3","Burch, molinia, rowan, ling, bracken",NA,136,NA,"Tearnait","0712",7.2,1,23
